"Account Name","Parent Account","Account Number","Parent Account Number","Is Group","Account Type","Root Type","Account Currency"
"751-Prihodi od prodaje usluga","75-PRIHODI OD PRODAJE PROIZVODA I USLUGA","751","75","0","Expense Account","Expense","EUR"
"7510-Prihodi od servisnih usluga, usluga popravaka i sl. usluga","751-Prihodi od prodaje usluga","7510","751","1","","Expense","EUR"
"7511-Prihodi od hotela i restorana","751-Prihodi od prodaje usluga","7511","751","0","Expense Account","Expense","EUR"
"7512-Prihodi od intelektualnih usluga","751-Prihodi od prodaje usluga","7512","751","0","Expense Account","Expense","EUR"
"7513-Prihodi od knjigovodstvenih, usluga poreznog...","751-Prihodi od prodaje usluga","7513","751","0","Expense Account","Expense","EUR"
"7514-Prihodi od usluga prijevoza","751-Prihodi od prodaje usluga","7514","751","0","Expense Account","Expense","EUR"
"7515-Prihodi od komunalnih usluga","751-Prihodi od prodaje usluga","7515","751","0","Expense Account","Expense","EUR"
"7516-Prihodi od promidžbenih usluga","751-Prihodi od prodaje usluga","7516","751","0","Expense Account","Expense","EUR"
"7517-Prihodi od usluga zaštite i čuvanja","751-Prihodi od prodaje usluga","7517","751","0","Expense Account","Expense","EUR"
"7518-Prihodi od programskih usluga","751-Prihodi od prodaje usluga","7518","751","0","Expense Account","Expense","EUR"
"7519-Prihodi od prodaje ostalih usluga","751-Prihodi od prodaje usluga","7519","751","0","Expense Account","Expense","EUR"
"752-Prihodi od graditeljskih usluga – iz ugovora o izgradnji...","75-PRIHODI OD PRODAJE PROIZVODA I USLUGA","752","75","0","Expense Account","Expense","EUR"
"753-Prihodi od prodaje dobara u inozemstvo","75-PRIHODI OD PRODAJE PROIZVODA I USLUGA","753","75","0","Expense Account","Expense","EUR"
"7530-Prihodi od prodaje dobara u EU","753-Prihodi od prodaje dobara u inozemstvo","7530","753","1","","Expense","EUR"
"7531-Prihodi od prodaje dobara u ""treće"" zemlje","753-Prihodi od prodaje dobara u inozemstvo","7531","753","0","Expense Account","Expense","EUR"
"754-Prihodi od prodaje usluga u inozemstvo","75-PRIHODI OD PRODAJE PROIZVODA I USLUGA","754","75","0","Expense Account","Expense","EUR"
"7540-Prihodi od prodaje usluga u EU","754-Prihodi od prodaje usluga u inozemstvo","7540","754","1","","Expense","EUR"
"75400-Prihodi od turističkih usluga","7540-Prihodi od prodaje usluga u EU","75400","7540","1","","Expense","EUR"
"75401-Prihodi od internetskih usluga i sl.","7540-Prihodi od prodaje usluga u EU","75401","7540","0","Expense Account","Expense","EUR"
"7541-Prihodi od prodaje usluga u ""treće"" zemlje","754-Prihodi od prodaje usluga u inozemstvo","7541","754","0","Expense Account","Expense","EUR"
"7542-Prihodi iz međunarodne plovidbe brodovima (čl. 26. st....","754-Prihodi od prodaje usluga u inozemstvo","7542","754","0","Expense Account","Expense","EUR"
"7543-Prihodi od isporuka poslovnim jedinicama u inozemstvo","754-Prihodi od prodaje usluga u inozemstvo","7543","754","0","Expense Account","Expense","EUR"
"7544-Prihodi od ostalih usluga u inozemstvu","754-Prihodi od prodaje usluga u inozemstvo","7544","754","0","Expense Account","Expense","EUR"
"755-Prihodi s osnove upotrebe proizvoda i usluga za vlastite...","75-PRIHODI OD PRODAJE PROIZVODA I USLUGA","755","75","0","Expense Account","Expense","EUR"
"7550-Prihodi s osnove upotrebe vlastitih proizvoda i usluga...","755-Prihodi s osnove upotrebe proizvoda i usluga za vlastite...","7550","755","1","","Expense","EUR"
"7551-Prihodi s osnove upotrebe vlastitih proizvoda i usluga...","755-Prihodi s osnove upotrebe proizvoda i usluga za vlastite...","7551","755","0","Expense Account","Expense","EUR"
"7552-Prihodi s osnove upotrebe vlastitih proizvodnih usluga...","755-Prihodi s osnove upotrebe proizvoda i usluga za vlastite...","7552","755","0","Expense Account","Expense","EUR"
"7553-Prihodi s osnove upotrebe vlastitih proizvoda i usluga...","755-Prihodi s osnove upotrebe proizvoda i usluga za vlastite...","7553","755","0","Expense Account","Expense","EUR"
"7554-Prihodi s osnove upotrebe vlastitih proizvoda i usluga...","755-Prihodi s osnove upotrebe proizvoda i usluga za vlastite...","7554","755","0","Expense Account","Expense","EUR"
"7555-Prihodi s osnove upotrebe ugostiteljskih usluga za...","755-Prihodi s osnove upotrebe proizvoda i usluga za vlastite...","7555","755","0","Expense Account","Expense","EUR"
"756-Prihodi od zakupa i najmova","75-PRIHODI OD PRODAJE PROIZVODA I USLUGA","756","75","0","Expense Account","Expense","EUR"
"7560-Prihodi od zakupa nekretnine","756-Prihodi od zakupa i najmova","7560","756","1","","Expense","EUR"
"7561-Prihodi od najmova opreme i dr. stvari","756-Prihodi od zakupa i najmova","7561","756","0","Expense Account","Expense","EUR"
"757-Prihodi iz ortaštva","75-PRIHODI OD PRODAJE PROIZVODA I USLUGA","757","75","0","Expense Account","Expense","EUR"
"758-Ostali prihodi od ostale prodaje","75-PRIHODI OD PRODAJE PROIZVODA I USLUGA","758","75","0","Expense Account","Expense","EUR"
"759-Prihodi od prodaje proizvoda i usluga poduzetnicima...","75-PRIHODI OD PRODAJE PROIZVODA I USLUGA","759","75","0","Expense Account","Expense","EUR"
"76-PRIHODI OD PRODAJE TRGOVAČKE ROBE","7-POKRIĆE RASHODA I PRIHODI RAZDOBLJA","76","7","0","Expense Account","Expense","EUR"
"760-Prihodi od prodaje robe","76-PRIHODI OD PRODAJE TRGOVAČKE ROBE","760","76","1","","Expense","EUR"
"7600-Prihodi od prodaje robe na veliko (analitika po...","760-Prihodi od prodaje robe","7600","760","1","","Expense","EUR"
"7601-Prihodi od prodaje uvezene robe na veliko","760-Prihodi od prodaje robe","7601","760","0","Expense Account","Expense","EUR"
"7602-Prihodi od prodaje robe u tranzitu","760-Prihodi od prodaje robe","7602","760","0","Expense Account","Expense","EUR"
"7603-Prihodi od prodaje robe na malo (analitika po prodav.)","760-Prihodi od prodaje robe","7603","760","0","Expense Account","Expense","EUR"
"7604-Prihodi od prodaje robe u povezanim društvima","760-Prihodi od prodaje robe","7604","760","0","Expense Account","Expense","EUR"
"7605-Prihodi od prodaje robe dane u komisiju ili konsignaciju","760-Prihodi od prodaje robe","7605","760","0","Expense Account","Expense","EUR"
"7606-Prihodi od prodaje u poslov. jed. na području posebne...","760-Prihodi od prodaje robe","7606","760","0","Expense Account","Expense","EUR"
"7608-Prihodi od prometa nekretnina","760-Prihodi od prodaje robe","7608","760","0","Expense Account","Expense","EUR"
"7609-Prihodi od interne prodaje","760-Prihodi od prodaje robe","7609","760","0","Expense Account","Expense","EUR"
"761-Prihodi od prodaje robe u inozemstvu","76-PRIHODI OD PRODAJE TRGOVAČKE ROBE","761","76","0","Expense Account","Expense","EUR"
"7610-Prihodi od prodaje robe u EU","761-Prihodi od prodaje robe u inozemstvu","7610","761","1","","Expense","EUR"
"7611-Prihodi od prodaje robe u ""treće"" zemlje","761-Prihodi od prodaje robe u inozemstvu","7611","761","0","Expense Account","Expense","EUR"
"762-Prihodi od trgovačkih usluga","76-PRIHODI OD PRODAJE TRGOVAČKE ROBE","762","76","0","Expense Account","Expense","EUR"
"7620-Prihodi od provizija (iz komisije, zastupanja i sl.)","762-Prihodi od trgovačkih usluga","7620","762","1","","Expense","EUR"
"7621-Prihodi od franšiza i robnih znakova","762-Prihodi od trgovačkih usluga","7621","762","0","Expense Account","Expense","EUR"
"7622-Prihodi od usluge posredovanja","762-Prihodi od trgovačkih usluga","7622","762","0","Expense Account","Expense","EUR"
"7623-Prihodi od davanja mišljenja","762-Prihodi od trgovačkih usluga","7623","762","0","Expense Account","Expense","EUR"
"763-Prihodi od prodaje nekurentne robe (robe u kvaru,...","76-PRIHODI OD PRODAJE TRGOVAČKE ROBE","763","76","0","Expense Account","Expense","EUR"
"764-Prihodi od prodaje robe na robni kredit","76-PRIHODI OD PRODAJE TRGOVAČKE ROBE","764","76","0","Expense Account","Expense","EUR"
"765-Prihodi s osnove upotrebe robe za vlastite potrebe","76-PRIHODI OD PRODAJE TRGOVAČKE ROBE","765","76","0","Expense Account","Expense","EUR"
"7650-Prihodi s osnove upotrebe robe za investicije","765-Prihodi s osnove upotrebe robe za vlastite potrebe","7650","765","1","","Expense","EUR"
"7651-Prihodi s osnove upotrebe robe za sitan inventar,...","765-Prihodi s osnove upotrebe robe za vlastite potrebe","7651","765","0","Expense Account","Expense","EUR"
"7652-Prihodi s osnove upotrebe robe za potrebe reprezentacije...","765-Prihodi s osnove upotrebe robe za vlastite potrebe","7652","765","0","Expense Account","Expense","EUR"
"7653-Prihodi s osnove upotrebe robe za ostale potrebe","765-Prihodi s osnove upotrebe robe za vlastite potrebe","7653","765","0","Expense Account","Expense","EUR"
"767-Prihodi od preprodaje nekretnina i umjetnina","76-PRIHODI OD PRODAJE TRGOVAČKE ROBE","767","76","0","Expense Account","Expense","EUR"
"768-Ostali prihodi od prodaje roba i trgovačkih usluga","76-PRIHODI OD PRODAJE TRGOVAČKE ROBE","768","76","0","Expense Account","Expense","EUR"
"7680-Prihodi od prikupljanja ambalaže","768-Ostali prihodi od prodaje roba i trgovačkih usluga","7680","768","1","","Expense","EUR"
"7681-Prihodi od zbrinjavanja otpada","768-Ostali prihodi od prodaje roba i trgovačkih usluga","7681","768","0","Expense Account","Expense","EUR"
"7682-Prihodi od prodaje korisnog otpada","768-Ostali prihodi od prodaje roba i trgovačkih usluga","7682","768","0","Expense Account","Expense","EUR"
"769-Prihodi od prodaje trgovačke robe poduzetnicima unutar grupe","76-PRIHODI OD PRODAJE TRGOVAČKE ROBE","769","76","0","Expense Account","Expense","EUR"
"77-FINANCIJSKI PRIHODI","7-POKRIĆE RASHODA I PRIHODI RAZDOBLJA","77","7","0","Expense Account","Expense","EUR"
"770-Prihodi od ulaganja u udjele (dionice) i ostala...","77-FINANCIJSKI PRIHODI","770","77","1","","Expense","EUR"
"7700-Prihodi od ulaganja u udjele (dionice) poduzetnika...","770-Prihodi od ulaganja u udjele (dionice) i ostala...","7700","770","1","","Expense","EUR"
"7701-Prihodi od ostalih dugotrajnih financijskih ulaganja i...","770-Prihodi od ulaganja u udjele (dionice) i ostala...","7701","770","0","Expense Account","Expense","EUR"
"7702-Prihodi od kamata s poduzetnicima unutar grupe","770-Prihodi od ulaganja u udjele (dionice) i ostala...","7702","770","0","Expense Account","Expense","EUR"
"7703-Prihodi od tečajnih razlika s poduzetnicima unutar grupe","770-Prihodi od ulaganja u udjele (dionice) i ostala...","7703","770","0","Expense Account","Expense","EUR"
"7704-Ostali financijski prihodi s poduzetnicima unutar grupe","770-Prihodi od ulaganja u udjele (dionice) i ostala...","7704","770","0","Expense Account","Expense","EUR"
"771-Prihodi od kamata","77-FINANCIJSKI PRIHODI","771","77","0","Expense Account","Expense","EUR"
"7710-Prihodi od redovnih kamata","771-Prihodi od kamata","7710","771","1","","Expense","EUR"
"7711-Prihodi od zateznih kamata","771-Prihodi od kamata","7711","771","0","Expense Account","Expense","EUR"
"7712-Prihodi od kamata iz financijske imovine i dr.","771-Prihodi od kamata","7712","771","0","Expense Account","Expense","EUR"
"7713-Kamate na depozite i jamčevine","771-Prihodi od kamata","7713","771","0","Expense Account","Expense","EUR"
"772-Prihodi od tečajnih razlika i ostali prihodi","77-FINANCIJSKI PRIHODI","772","77","0","Expense Account","Expense","EUR"
"7720-Pozitivne tečajne razlike iz tražbina i stanja deviza na...","772-Prihodi od tečajnih razlika i ostali prihodi","7720","772","1","","Expense","EUR"
"7721-Pozitivne tečajne razlike iz nižih obveza prema inozemstvu","772-Prihodi od tečajnih razlika i ostali prihodi","7721","772","0","Expense Account","Expense","EUR"
"7722-Prihodi iz ugovorene ili realizirane valutne klauzule","772-Prihodi od tečajnih razlika i ostali prihodi","7722","772","0","Expense Account","Expense","EUR"
"7723-Ostali prihodi","772-Prihodi od tečajnih razlika i ostali prihodi","7723","772","0","Expense Account","Expense","EUR"
"773-Prihodi od dividende i dobitaka iz udjela","77-FINANCIJSKI PRIHODI","773","77","0","Expense Account","Expense","EUR"
"7730-Prihodi od dividendi","773-Prihodi od dividende i dobitaka iz udjela","7730","773","1","","Expense","EUR"
"7731-Prihodi od udjela u dobitku u d.o.o. i dr.","773-Prihodi od dividende i dobitaka iz udjela","7731","773","0","Expense Account","Expense","EUR"
"7732-Prihodi od dobitaka poslov. jed. i podružnica u inozemstvu","773-Prihodi od dividende i dobitaka iz udjela","7732","773","0","Expense Account","Expense","EUR"
"774-Prihodi od ostalih dugotrajnih financijskih ulaganja i...","77-FINANCIJSKI PRIHODI","774","77","0","Expense Account","Expense","EUR"
"7740-Prihodi iz udjela u investicijskim i dr. fondovima","774-Prihodi od ostalih dugotrajnih financijskih ulaganja i...","7740","774","1","","Expense","EUR"
"7741-Dobitci od prodaje dionica i udjela (s nepovez....","774-Prihodi od ostalih dugotrajnih financijskih ulaganja i...","7741","774","0","Expense Account","Expense","EUR"
"7742-Prihodi od primjene valutne (indeksne) klauzule","774-Prihodi od ostalih dugotrajnih financijskih ulaganja i...","7742","774","0","Expense Account","Expense","EUR"
"7743-Prihodi od otpisanih zajmova","774-Prihodi od ostalih dugotrajnih financijskih ulaganja i...","7743","774","0","Expense Account","Expense","EUR"
"7744-Prihodi od prodaje ostale financijske imovine","774-Prihodi od ostalih dugotrajnih financijskih ulaganja i...","7744","774","0","Expense Account","Expense","EUR"
"775-Prihodi od ulaganja u udjele (dionice) društava...","77-FINANCIJSKI PRIHODI","775","77","0","Expense Account","Expense","EUR"
"776-Nerealizirani dobitci (prihodi) od financijske imovine","77-FINANCIJSKI PRIHODI","776","77","0","Expense Account","Expense","EUR"
"7760-Prihodi iz procjene fin. imovine namijenjene za...","776-Nerealizirani dobitci (prihodi) od financijske imovine","7760","776","1","","Expense","EUR"
"7761-Dobitci iz promjene fer vrijednosti ulaganja u...","776-Nerealizirani dobitci (prihodi) od financijske imovine","7761","776","0","Expense Account","Expense","EUR"
"7762-Dobitci iz promjene vrijednosti ostale imovine","776-Nerealizirani dobitci (prihodi) od financijske imovine","7762","776","0","Expense Account","Expense","EUR"
"777-Prihodi negativnog goodwilla","77-FINANCIJSKI PRIHODI","777","77","0","Expense Account","Expense","EUR"
"778-Prihodi od financijskih naknada","77-FINANCIJSKI PRIHODI","778","77","0","Expense Account","Expense","EUR"
"7780-Prihod od paušalnih naknada (zbog neplaćanja)","778-Prihodi od financijskih naknada","7780","778","1","","Expense","EUR"
"7781-Prihodi od ovršne naknade","778-Prihodi od financijskih naknada","7781","778","0","Expense Account","Expense","EUR"
"779-Ostali financijski prihodi","77-FINANCIJSKI PRIHODI","779","77","0","Expense Account","Expense","EUR"
"7790-Prihodi iz burzovnih transakcija","779-Ostali financijski prihodi","7790","779","1","","Expense","EUR"
"7791-Prihodi iz faktoringa, forwarda, opcija i sl.","779-Ostali financijski prihodi","7791","779","0","Expense Account","Expense","EUR"
"7792-Prihodi od neplaćenih obveza – davanja (za šume, poreze,...","779-Ostali financijski prihodi","7792","779","0","Expense Account","Expense","EUR"
"7793-Prihodi iz fin. lizinga","779-Ostali financijski prihodi","7793","779","0","Expense Account","Expense","EUR"
"7794-Prihodi od naplate životnog osiguranja","779-Ostali financijski prihodi","7794","779","0","Expense Account","Expense","EUR"
"7795-Prihodi od fer vrijednosti obveza","779-Ostali financijski prihodi","7795","779","0","Expense Account","Expense","EUR"
"7796-Prihodi od prestanka financijskih obveza","779-Ostali financijski prihodi","7796","779","0","Expense Account","Expense","EUR"
"78-OSTALI POSLOVNI PRIHODI","7-POKRIĆE RASHODA I PRIHODI RAZDOBLJA","78","7","0","Expense Account","Expense","EUR"
"780-Prihodi od otpisa obveza i popusta","78-OSTALI POSLOVNI PRIHODI","780","78","1","","Expense","EUR"
"7800-Otpisi obveza prema dobavljačima, obveza za primljene...","780-Prihodi od otpisa obveza i popusta","7800","780","1","","Expense","EUR"
"7801-Otpis obveza prema kreditorima","780-Prihodi od otpisa obveza i popusta","7801","780","0","Expense Account","Expense","EUR"
"7802-Otpis obveza prema zaposlenicima","780-Prihodi od otpisa obveza i popusta","7802","780","0","Expense Account","Expense","EUR"
"7803-Prihodi od zastare obveza","780-Prihodi od otpisa obveza i popusta","7803","780","0","Expense Account","Expense","EUR"
"7804-Prihodi od otpisa obveza prema Zakonu o uvođenju eura","780-Prihodi od otpisa obveza i popusta","7804","780","0","Expense Account","Expense","EUR"
"7805-Prihodi od ostalih obveza","780-Prihodi od otpisa obveza i popusta","7805","780","0","Expense Account","Expense","EUR"
"7806-Prihodi od naknadnih odobrenja – sniženja i popusta od...","780-Prihodi od otpisa obveza i popusta","7806","780","0","Expense Account","Expense","EUR"
"7807-Prihodi od naplaćenih otpisanih potraživanja","780-Prihodi od otpisa obveza i popusta","7807","780","0","Expense Account","Expense","EUR"
"7808-Prihodi od otpisa obveza po predstečajnoj nagodbi","780-Prihodi od otpisa obveza i popusta","7808","780","0","Expense Account","Expense","EUR"
"7809-Prihodi od otpisa obveza prema poduzetnicima unutar grupe","780-Prihodi od otpisa obveza i popusta","7809","780","0","Expense Account","Expense","EUR"
"781-Prihodi od rezidualnih imovinskih stavki, viškova i procjena","78-OSTALI POSLOVNI PRIHODI","781","78","0","Expense Account","Expense","EUR"
"7810-Prihodi od prodaje otpisanih i rashodovanih sredstava...","781-Prihodi od rezidualnih imovinskih stavki, viškova i procjena","7810","781","1","","Expense","EUR"
"7811-Prihodi od prodaje dugotrajne materijalne imovine (iz...","781-Prihodi od rezidualnih imovinskih stavki, viškova i procjena","7811","781","0","Expense Account","Expense","EUR"
"7812-Prihodi od prodaje dugotr. nemater. imovine (trgov....","781-Prihodi od rezidualnih imovinskih stavki, viškova i procjena","7812","781","0","Expense Account","Expense","EUR"
"7813-Prihodi od ranije otpisanih zaliha po novoj procjeni...","781-Prihodi od rezidualnih imovinskih stavki, viškova i procjena","7813","781","0","Expense Account","Expense","EUR"
"7814-Inventurni i dr. po procjeni viškovi na robi,...","781-Prihodi od rezidualnih imovinskih stavki, viškova i procjena","7814","781","0","Expense Account","Expense","EUR"
"7815-Viškovi u blagajni (novac, vrijed. papiri i dr.)","781-Prihodi od rezidualnih imovinskih stavki, viškova i procjena","7815","781","0","Expense Account","Expense","EUR"
"7816-Viškovi iz neidentificiranih novčanih doznaka u tekućem...","781-Prihodi od rezidualnih imovinskih stavki, viškova i procjena","7816","781","0","Expense Account","Expense","EUR"
"7817-Prihodi od prodaje ulaganja u nekretnine (MRS 40. t. 69.)","781-Prihodi od rezidualnih imovinskih stavki, viškova i procjena","7817","781","0","Expense Account","Expense","EUR"
"7818-Prihodi od procjene prometa (utrška) po nalazu poreznog...","781-Prihodi od rezidualnih imovinskih stavki, viškova i procjena","7818","781","0","Expense Account","Expense","EUR"
"7819-Prihodi od prodaje dugotrajne imovine unutar grupe","781-Prihodi od rezidualnih imovinskih stavki, viškova i procjena","7819","781","0","Expense Account","Expense","EUR"
"782-Prihodi od ukidanja rezerviranja i naknadno naplaćeni...","78-OSTALI POSLOVNI PRIHODI","782","78","0","Expense Account","Expense","EUR"
"7820-Prihod od ukidanja dugoročnih rezerviranja","782-Prihodi od ukidanja rezerviranja i naknadno naplaćeni...","7820","782","1","","Expense","EUR"
"7821-Naknadno utvrđeni prihodi","782-Prihodi od ukidanja rezerviranja i naknadno naplaćeni...","7821","782","0","Expense Account","Expense","EUR"
"7822-Ukidanje pasiv. vrem. razgraničenja","782-Prihodi od ukidanja rezerviranja i naknadno naplaćeni...","7822","782","0","Expense Account","Expense","EUR"
"7824-Prihodi od ukidanja troškova od kojih se odustalo","782-Prihodi od ukidanja rezerviranja i naknadno naplaćeni...","7824","782","0","Expense Account","Expense","EUR"
"7825-Prihodi od naknadno naplaćenih jamstava – garancija","782-Prihodi od ukidanja rezerviranja i naknadno naplaćeni...","7825","782","0","Expense Account","Expense","EUR"
"7826-Prihodi od naknadno naplaćenih potraživanja iz...","782-Prihodi od ukidanja rezerviranja i naknadno naplaćeni...","7826","782","0","Expense Account","Expense","EUR"
"7827-Prihodi od naplate iz ugovora po naknadnim priznanjima...","782-Prihodi od ukidanja rezerviranja i naknadno naplaćeni...","7827","782","0","Expense Account","Expense","EUR"
"7828-Prihodi od naknadno naplaćenih reklamacija","782-Prihodi od ukidanja rezerviranja i naknadno naplaćeni...","7828","782","0","Expense Account","Expense","EUR"
"7829-Prihodi od zaprimanja dobara koja su prodana u...","782-Prihodi od ukidanja rezerviranja i naknadno naplaćeni...","7829","782","0","Expense Account","Expense","EUR"
"783-Prihodi od refundacije, dotacija, subvencija i nadoknada","78-OSTALI POSLOVNI PRIHODI","783","78","0","Expense Account","Expense","EUR"
"7830-Prihodi od refundacije za rad radnika","783-Prihodi od refundacije, dotacija, subvencija i nadoknada","7830","783","1","","Expense","EUR"
"7831-Prihodi od naknada šteta iz tekućeg poslovanja","783-Prihodi od refundacije, dotacija, subvencija i nadoknada","7831","783","0","Expense Account","Expense","EUR"
"7832-Prihodi od subvencija","783-Prihodi od refundacije, dotacija, subvencija i nadoknada","7832","783","0","Expense Account","Expense","EUR"
"7833-Prihodi od dotacija i pomoći","783-Prihodi od refundacije, dotacija, subvencija i nadoknada","7833","783","0","Expense Account","Expense","EUR"
"7834-Prihodi s osnove besplatnog primitka opreme, nekretnina,...","783-Prihodi od refundacije, dotacija, subvencija i nadoknada","7834","783","0","Expense Account","Expense","EUR"
"7835-Prihodi od naknada za jamstva","783-Prihodi od refundacije, dotacija, subvencija i nadoknada","7835","783","0","Expense Account","Expense","EUR"
"7836-Prihodi od prefakturiranih troškova (npr. komunalnih,...","783-Prihodi od refundacije, dotacija, subvencija i nadoknada","7836","783","0","Expense Account","Expense","EUR"
"7837-Prihodi za pokriće gubitka","783-Prihodi od refundacije, dotacija, subvencija i nadoknada","7837","783","0","Expense Account","Expense","EUR"
"7838-Prihodi za manjkove od odgovornih osoba","783-Prihodi od refundacije, dotacija, subvencija i nadoknada","7838","783","0","Expense Account","Expense","EUR"
"7839-Prihodi od dotacija i nadoknada od poduzetnika unutar grupe","783-Prihodi od refundacije, dotacija, subvencija i nadoknada","7839","783","0","Expense Account","Expense","EUR"
"784-Prihodi od ukidanja gubitaka i revalorizacija","78-OSTALI POSLOVNI PRIHODI","784","78","0","Expense Account","Expense","EUR"
"7840-Prihodi od ukidanja gubitka vrijed. usklađ. zaliha","784-Prihodi od ukidanja gubitaka i revalorizacija","7840","784","1","","Expense","EUR"
"7841-Prihodi od ukidanja pričuve fer vrijednosti kod prodaje...","784-Prihodi od ukidanja gubitaka i revalorizacija","7841","784","0","Expense Account","Expense","EUR"
"7842-Prihodi od ukidanja gubitka od procjene dugotrajne...","784-Prihodi od ukidanja gubitaka i revalorizacija","7842","784","0","Expense Account","Expense","EUR"
"7843-Prihodi od procijenjene vrijednosti otpada i dr. zaliha","784-Prihodi od ukidanja gubitaka i revalorizacija","7843","784","0","Expense Account","Expense","EUR"
"7844-Prihodi od procjene kratkotrajne imovine","784-Prihodi od ukidanja gubitaka i revalorizacija","7844","784","0","Expense Account","Expense","EUR"
"7845-Prihodi od ukidanja fer vrijednosti","784-Prihodi od ukidanja gubitaka i revalorizacija","7845","784","0","Expense Account","Expense","EUR"
"785-Ostali poslovni prihodi","78-OSTALI POSLOVNI PRIHODI","785","78","0","Expense Account","Expense","EUR"
"7850-Prihodi s osnove povrata poreza i trošarina","785-Ostali poslovni prihodi","7850","785","1","","Expense","EUR"
"78500-Prihodi s osnove ispravka pretporeza","7850-Prihodi s osnove povrata poreza i trošarina","78500","7850","1","","Expense","EUR"
"78501-Prihodi s osnove povrata PPMV-a","7850-Prihodi s osnove povrata poreza i trošarina","78501","7850","0","Expense Account","Expense","EUR"
"78502-Prihodi s osnove povrata trošarine za dizelska goriva","7850-Prihodi s osnove povrata poreza i trošarina","78502","7850","0","Expense Account","Expense","EUR"
"7851-Prihodi od ugovorenih i naplaćenih penala zbog...","785-Ostali poslovni prihodi","7851","785","0","Expense Account","Expense","EUR"
"7852-Prihodi od nagrada za proizvod, uslugu, oblik i sl.","785-Ostali poslovni prihodi","7852","785","0","Expense Account","Expense","EUR"
"7853-Prihodi od (nevraćenih) kaucija i depozita","785-Ostali poslovni prihodi","7853","785","0","Expense Account","Expense","EUR"
"7854-Prihodi od kapara, odustatnina i sl.","785-Ostali poslovni prihodi","7854","785","0","Expense Account","Expense","EUR"
"7855-Prihodi od vraćenih premija osiguranja","785-Ostali poslovni prihodi","7855","785","0","Expense Account","Expense","EUR"
"7856-Prihodi od financijskog inženjeringa (npr....","785-Ostali poslovni prihodi","7856","785","0","Expense Account","Expense","EUR"
"7857-Prihodi od prodaje prava (patenata, licencija,...","785-Ostali poslovni prihodi","7857","785","0","Expense Account","Expense","EUR"
"7858-Prihodi od naplate šteta uništene imovine (požarom,...","785-Ostali poslovni prihodi","7858","785","0","Expense Account","Expense","EUR"
"7859-Ostali prihodi i prihodi od naplate šteta","785-Ostali poslovni prihodi","7859","785","0","Expense Account","Expense","EUR"
"78590-Prihodi od naplate šteta (npr. zbog oduzete imovine i...","7859-Ostali prihodi i prihodi od naplate šteta","78590","7859","1","","Expense","EUR"
"78591-Prihodi nastali od preračunavanja i zaokruživanja zbog...","7859-Ostali prihodi i prihodi od naplate šteta","78591","7859","0","Expense Account","Expense","EUR"
"78592-Prihodi od posebne naknade štete zbog zakašnjenja u...","7859-Ostali prihodi i prihodi od naplate šteta","78592","7859","0","Expense Account","Expense","EUR"
"786-Prihodi od državnih potpora (HSFI 15 i MRS 20)","78-OSTALI POSLOVNI PRIHODI","786","78","0","Expense Account","Expense","EUR"
"7860-Prihodi od državnih potpora za pokriće troškova","786-Prihodi od državnih potpora (HSFI 15 i MRS 20)","7860","786","1","","Expense","EUR"
"7861-Prihodi od državnih potpora za investicije (imovinu)","786-Prihodi od državnih potpora (HSFI 15 i MRS 20)","7861","786","0","Expense Account","Expense","EUR"
"7862-Prihodi od državnih potpora za ostale određene namjene","786-Prihodi od državnih potpora (HSFI 15 i MRS 20)","7862","786","0","Expense Account","Expense","EUR"
"7863-Prihod od potpora za ublažavanje negativnih posljedica u...","786-Prihodi od državnih potpora (HSFI 15 i MRS 20)","7863","786","0","Expense Account","Expense","EUR"
"7864-Prihod od potpora male vrijednosti","786-Prihodi od državnih potpora (HSFI 15 i MRS 20)","7864","786","0","Expense Account","Expense","EUR"
"7865-Prihod od potpora za umanjenje cijene električne energije","786-Prihodi od državnih potpora (HSFI 15 i MRS 20)","7865","786","0","Expense Account","Expense","EUR"
"7866-Prihodi od potpora za plin","786-Prihodi od državnih potpora (HSFI 15 i MRS 20)","7866","786","0","Expense Account","Expense","EUR"
"787-Dobitci od procjene poljoprivrednih proizvoda i biološke...","78-OSTALI POSLOVNI PRIHODI","787","78","0","Expense Account","Expense","EUR"
"7870-Dobitci od prirasta biološke imovine","787-Dobitci od procjene poljoprivrednih proizvoda i biološke...","7870","787","1","","Expense","EUR"
"7871-Dobitci od procjene biološke imovine","787-Dobitci od procjene poljoprivrednih proizvoda i biološke...","7871","787","0","Expense Account","Expense","EUR"
"7872-Dobitci od procjene poljoprivrednih proizvoda","787-Dobitci od procjene poljoprivrednih proizvoda i biološke...","7872","787","0","Expense Account","Expense","EUR"
"788-Prodaja značajnog dijela imovine (poduzeća, pogona,...","78-OSTALI POSLOVNI PRIHODI","788","78","0","Expense Account","Expense","EUR"
"789-Ostali prihodi (npr. veliki besplatni primitak, prihod...","78-OSTALI POSLOVNI PRIHODI","789","78","0","Expense Account","Expense","EUR"
"7890-Prihod od izvanredne prodaje dijela imovine","789-Ostali prihodi (npr. veliki besplatni primitak, prihod...","7890","789","1","","Expense","EUR"
"7891-Prihod od dugotrajne materijalne imovine namijenjene prodaji","789-Ostali prihodi (npr. veliki besplatni primitak, prihod...","7891","789","0","Expense Account","Expense","EUR"
